estacion,tmedia,fecha_obs
TMLJL,17.7,2018-01-02
VEGJL,17.7,2018-01-02
ADUMC,12.75,2018-01-02
AGOMC,12.5,2018-01-02
AMEMC,16.55,2018-01-02
APTMC,26,2018-01-02
BIBMC,16.25,2018-01-02
CBLMC,15.2,2018-01-02
CHAMC,16.5,2018-01-02
CHIMC,18,2018-01-02
CHLMC,27,2018-01-02
COIMC,15.25,2018-01-02
CORMC,16.75,2018-01-02
DGNMC,16.75,2018-01-02
EGIMC,15,2018-01-02
GUAMC,20.25,2018-01-02
JARMC,19.25,2018-01-02
LDFMC,16,2018-01-02
LPAMC,17.5,2018-01-02
LPDMC,16,2018-01-02
MCEMC,16.5,2018-01-02
MLPMC,15,2018-01-02
MNOMC,16.2,2018-01-02
MOCMC,12.75,2018-01-02
MORMC,15.5,2018-01-02
MRVMC,16,2018-01-02
ORAMC,16.25,2018-01-02
PDBMC,14.5,2018-01-02
PORMC,13,2018-01-02
PUCMC,9.5,2018-01-02
SAHMC,15.5,2018-01-02
SCRMC,15.5,2018-01-02
SJUMC,16.5,2018-01-02
TEPMC,14.5,2018-01-02
UREMC,12.75,2018-01-02
VJIMC,14.75,2018-01-02
ZAMMC,15,2018-01-02
ZCAMC,16,2018-01-02
ZINMC,15.25,2018-01-02
ACHMR,16.5,2018-01-02
AMCMR,21,2018-01-02
ATLMR,17,2018-01-02
ELPMR,18.5,2018-01-02
HIGMR,20.5,2018-01-02
HUAMR,21.5,2018-01-02
HUEMR,14,2018-01-02
HUTMR,21,2018-01-02
HUXMR,15.5,2018-01-02
JOJMR,22.5,2018-01-02
LCUMR,22,2018-01-02
MYOMR,22,2018-01-02
OCTMR,17.2,2018-01-02
PIXMR,23,2018-01-02
RODMR,25,2018-01-02
SLDMR,18,2018-01-02
TEMMR,21,2018-01-02
TICMR,18,2018-01-02
TILMR,22,2018-01-02
TLOMR,17,2018-01-02
TOTMR,17.5,2018-01-02
TPLMR,21.2,2018-01-02
YAHMR,20.5,2018-01-02
ARBMX,11.5,2018-01-02
CHPMX,12,2018-01-02
CLYMX,11,2018-01-02
EMOMX,8.5,2018-01-02
GRDMX,14.5,2018-01-02
K27MX,12.5,2018-01-02
MBLMX,14,2018-01-02
OBSMX,11,2018-01-02
PCGMX,9,2018-01-02
SADMX,11,2018-01-02
SLAMX,11,2018-01-02
SNLMX,10,2018-01-02
TTLMX,13,2018-01-02
TTQMX,8.5,2018-01-02
ANHNL,0.5,2018-01-02
ARRNL,5.5,2018-01-02
ASCNL,6.5,2018-01-02
CAMNL,1.5,2018-01-02
CANNL,2.5,2018-01-02
CARNL,2,2018-01-02
CDFNL,2.5,2018-01-02
CPRNL,1,2018-01-02
CRUNL,1.5,2018-01-02
CRVNL,0,2018-01-02
DARNL,12,2018-01-02
ECSNL,1.5,2018-01-02
GALNL,4,2018-01-02
LBCNL,3,2018-01-02
MTMNL,1.5,2018-01-02
MTRNL,1.75,2018-01-02
OBSNL,2,2018-01-02
ZRGNL,5.5,2018-01-02
GAVNR,24.5,2018-01-02
LESNR,26.2,2018-01-02
PAJNR,23.7,2018-01-02
TEPNR,21.6,2018-01-02
ATEOX,12,2018-01-02
AYUOX,4,2018-01-02
BAEOX,16,2018-01-02
BOQOX,24.5,2018-01-02
CDOOX,21.5,2018-01-02
CHIOX,23.5,2018-01-02
HLOOX,17.6,2018-01-02
IXTOX,25.7,2018-01-02
JACOX,21.5,2018-01-02
MAROX,20.2,2018-01-02
OACOX,19.7,2018-01-02
OAOOX,16.9,2018-01-02
OSTOX,24.5,2018-01-02
PAPOX,22.7,2018-01-02
PTAOX,26.7,2018-01-02
SCIOX,13,2018-01-02
SCROX,28,2018-01-02
ZACOX,15.7,2018-01-02
ACHPB,14,2018-01-02
ACJPB,14,2018-01-02
ADOPB,20,2018-01-02
AFRPB,15.5,2018-01-02
AHAPB,18.5,2018-01-02
AHUPB,7.7,2018-01-02
APAPB,15.5,2018-01-02
ATXPB,16.5,2018-01-02
AVCPB,17,2018-01-02
BDDPB,12.5,2018-01-02
CDSPB,9,2018-01-02
CEMPB,12.5,2018-01-02
CHIPB,21.5,2018-01-02
CHLPB,15.5,2018-01-02
CHSPB,20,2018-01-02
CNAPB,16,2018-01-02
CNGPB,7,2018-01-02
COAPB,20,2018-01-02
CPLPB,11.5,2018-01-02
CTZPB,14,2018-01-02
ECHPB,14.5,2018-01-02
HJTPB,15.5,2018-01-02
HQCPB,19,2018-01-02
HUAPB,12,2018-01-02
IZMPB,21.5,2018-01-02
LIBPB,11,2018-01-02
MAYPB,15,2018-01-02
OYAPB,4.5,2018-01-02
PCRPB,8.5,2018-01-02
PIXPB,22,2018-01-02
PUOPB,13.2,2018-01-02
QUIPB,14,2018-01-02
RNAPB,14.5,2018-01-02
SCRPB,12.5,2018-01-02
SMCPB,10,2018-01-02
SRTPB,11,2018-01-02
TDRPB,12,2018-01-02
TECPB,16,2018-01-02
TEHPB,14.5,2018-01-02
TEOPB,11,2018-01-02
TEZPB,8.5,2018-01-02
TLPPB,19.5,2018-01-02
TLXPB,10.5,2018-01-02
TPYPB,7.5,2018-01-02
UDSPB,12.5,2018-01-02
VENPB,12,2018-01-02
XDJPB,10.7,2018-01-02
ZCPPB,9.5,2018-01-02
ZOQPB,13.5,2018-01-02
ZRGPB,8,2018-01-02
CANQR,25,2018-01-02
CHOQR,23.8,2018-01-02
COZQR,28,2018-01-02
FCRQR,21.35,2018-01-02
PDCQR,23.95,2018-01-02
ACTSI,22,2018-01-02
AHMSI,22,2018-01-02
ARCSI,23.2,2018-01-02
AWSSI,21.7,2018-01-02
BDRSI,21.5,2018-01-02
CHXSI,21.7,2018-01-02
CLCSI,21.2,2018-01-02
CRRSI,20,2018-01-02
EFTSI,21.7,2018-01-02
GD2SI,22.5,2018-01-02
GMCSI,22.5,2018-01-02
GSVSI,22.2,2018-01-02
GTNSI,24,2018-01-02
HDZSI,24,2018-01-02
IXPSI,23.5,2018-01-02
JLPSI,23,2018-01-02
JNASI,21.5,2018-01-02
JORSI,23,2018-01-02
LCRSI,22,2018-01-02
MCHSI,21.7,2018-01-02
MZTSI,22,2018-01-02
OBSSI,21.4,2018-01-02
PMHSI,22.2,2018-01-02
QLTSI,22,2018-01-02
RAVSI,22,2018-01-02
RSRSI,23.5,2018-01-02
SCRSI,23.5,2018-01-02
SFRSI,23.7,2018-01-02
SJNSI,21.5,2018-01-02
SLRSI,24,2018-01-02
SLTSI,26,2018-01-02
SQRSI,23,2018-01-02
TORSI,24.5,2018-01-02
VINSI,21.5,2018-01-02
ZOPSI,22.5,2018-01-02
AJTSL,11.1,2018-01-02
BLMSL,11.9,2018-01-02
CDVSL,12.5,2018-01-02
GANSL,13.1,2018-01-02
MATSL,13,2018-01-02
MICSL,13,2018-01-02
MTPSL,13.6,2018-01-02
NRJSL,12.1,2018-01-02
PMYSL,12,2018-01-02
PUJSL,12.2,2018-01-02
RQTSL,12.7,2018-01-02
RVDSL,11.3,2018-01-02
SDHSL,19.5,2018-01-02
SLPSL,15.2,2018-01-02
SVTSL,11.4,2018-01-02
TBLSL,13.4,2018-01-02
TIESL,10,2018-01-02
TMISL,10.9,2018-01-02
TMTSL,12.8,2018-01-02
VRASL,11.5,2018-01-02
ACNSO,16.5,2018-01-02
ALTSO,18.75,2018-01-02
AOBSO,20,2018-01-02
ARCSO,21.25,2018-01-02
ARISO,11,2018-01-02
ARZSO,14.5,2018-01-02
BCNSO,16,2018-01-02
CCRSO,20.5,2018-01-02
CHTSO,15,2018-01-02
CJNSO,18.25,2018-01-02
CNNSO,17.25,2018-01-02
COBSO,21,2018-01-02
CZNSO,19.7,2018-01-02
ECBSO,20.6,2018-01-02
EPLSO,20.15,2018-01-02
HM2SO,21.25,2018-01-02
HSHSO,11,2018-01-02
IRASO,19.75,2018-01-02
LCDSO,16.6,2018-01-02
MZTSO,20,2018-01-02
NCZSO,18.25,2018-01-02
NGLSO,17.6,2018-01-02
NVJSO,19.75,2018-01-02
NYNSO,17,2018-01-02
ORGSO,21.75,2018-01-02
PDNSO,18.75,2018-01-02
PECSO,22.05,2018-01-02
PMOSO,20.25,2018-01-02
PT2SO,17.75,2018-01-02
PTASO,19.5,2018-01-02
PTQSO,13.5,2018-01-02
QRBSO,19.5,2018-01-02
SBNSO,21.5,2018-01-02
SLCSO,17.5,2018-01-02
SRSSO,17.5,2018-01-02
TSOSO,20.5,2018-01-02
YCRSO,12.25,2018-01-02
BDCTB,25.25,2018-01-02
CARTB,21.5,2018-01-02
EMUTB,25,2018-01-02
EPOTB,23.5,2018-01-02
GABTB,24.5,2018-01-02
GONTB,23,2018-01-02
MACTB,24,2018-01-02
OXOTB,25.25,2018-01-02
PNVTB,23,2018-01-02
PUYTB,24.75,2018-01-02
SAMTB,22,2018-01-02
SJOTB,25,2018-01-02
SPTTB,24.5,2018-01-02
TAPTB,22.5,2018-01-02
TEATB,24,2018-01-02
ECTTL,10,2018-01-02
ZITTL,11,2018-01-02
ABSTP,6.5,2018-01-02
AHLTP,12.4,2018-01-02
BALTP,11.9,2018-01-02
BR1TP,5.85,2018-01-02
BRRTP,5.6,2018-01-02
CDOTP,2.5,2018-01-02
CONTP,1,2018-01-02
CORTP,5.85,2018-01-02
CVCTP,4.7,2018-01-02
CVTTP,5.5,2018-01-02
ENNTP,8.2,2018-01-02
ERCTP,9.8,2018-01-02
FDOTP,3.05,2018-01-02
LSRTP,11.5,2018-01-02
MAGTP,3.3,2018-01-02
MDRTP,12.3,2018-01-02
MGSTP,9.6,2018-01-02
MHGTP,4.7,2018-01-02
MRGTP,3.5,2018-01-02
PADTP,6,2018-01-02
PANTP,1,2018-01-02
PDMTP,6.95,2018-01-02
PILTP,6.35,2018-01-02
PJMTP,4,2018-01-02
PVLTP,3.95,2018-01-02
RFRTP,10.8,2018-01-02
RSPTP,8.35,2018-01-02
RYATP,1.5,2018-01-02
RYNTP,1.5,2018-01-02
SBNTP,11.7,2018-01-02
SDATP,10.4,2018-01-02
SGBTP,7.9,2018-01-02
SLMTP,8.95,2018-01-02
SLZTP,8.4,2018-01-02
STETP,5.95,2018-01-02
TMSTP,11.3,2018-01-02
VCATP,1,2018-01-02
VGRTP,7.5,2018-01-02
VHMTP,1,2018-01-02
VSMTP,5.85,2018-01-02
ACAVC,15,2018-01-02
ALTVC,9,2018-01-02
ARCVC,21,2018-01-02
BANVC,15.2,2018-01-02
CHYVC,11.1,2018-01-02
CLHVC,12.5,2018-01-02
COAVC,18.5,2018-01-02
COPVC,21,2018-01-02
COTVC,21.7,2018-01-02
CRDVC,23,2018-01-02
GARVC,20.7,2018-01-02
HGOVC,10.8,2018-01-02
HLSVC,12.6,2018-01-02
HTSVC,14,2018-01-02
HUYVC,11.5,2018-01-02
IDOVC,24.7,2018-01-02
JCRVC,18.25,2018-01-02
JDCVC,23.7,2018-01-02
JOYVC,9.7,2018-01-02
LGRVC,11.5,2018-01-02
LOFVC,22,2018-01-02
LPEVC,21,2018-01-02
LVRVC,7.25,2018-01-02
MDTVC,13.5,2018-01-02
MFAVC,23,2018-01-02
MNZVC,21.7,2018-01-02
MZNVC,13.5,2018-01-02
NAOVC,12,2018-01-02
OLVVC,11.7,2018-01-02
ORZVC,17.2,2018-01-02
PDTVC,23,2018-01-02
PEMVC,14.5,2018-01-02
PNCVC,12.2,2018-01-02
PPNVC,13,2018-01-02
PRCVC,12.5,2018-01-02
PSNVC,12.7,2018-01-02
RALVC,21.7,2018-01-02
RAUVC,13,2018-01-02
SBTVC,11.5,2018-01-02
SONVC,19.25,2018-01-02
TAPVC,17,2018-01-02
TMPVC,12.1,2018-01-02
TOTVC,15,2018-01-02
TXPVC,16,2018-01-02
VERVC,22.1,2018-01-02
VTEVC,20,2018-01-02
XCFVC,16.5,2018-01-02
XOBVC,17.5,2018-01-02
ABAYC,20,2018-01-02
BECYC,22.5,2018-01-02
CANYC,25,2018-01-02
CHIYC,20.5,2018-01-02
CHOYC,23,2018-01-02
CYOYC,24.5,2018-01-02
GARYC,22.75,2018-01-02
MEOYC,24.9,2018-01-02
MOCYC,26.5,2018-01-02
MTOYC,21.5,2018-01-02
MUNYC,22.75,2018-01-02
OXKYC,21,2018-01-02
PETYC,22.5,2018-01-02
PROYC,24.6,2018-01-02
RLAYC,24.5,2018-01-02
TANYC,21,2018-01-02
TICYC,23.25,2018-01-02
TIZYC,22.25,2018-01-02
VALYC,22.55,2018-01-02
ACHZC,15.25,2018-01-02
ATGZC,12.5,2018-01-02
BTEZC,13.5,2018-01-02
CHIZC,19.5,2018-01-02
ELCZC,12.25,2018-01-02
ELSZC,10.5,2018-01-02
EXCZC,15,2018-01-02
GPEZC,13.25,2018-01-02
GRCZC,10.5,2018-01-02
JERZC,16.25,2018-01-02
LBUZC,12,2018-01-02
LFLZC,13,2018-01-02
LLBZC,12.5,2018-01-02
LMOZC,13.5,2018-01-02
LOBZC,13,2018-01-02
LREZC,11.5,2018-01-02
MGAZC,13.75,2018-01-02
MORZC,18.5,2018-01-02
MRSZC,11.25,2018-01-02
NCTZC,14.5,2018-01-02
PALZC,15,2018-01-02
PINZC,11.5,2018-01-02
PMOZC,19,2018-01-02
RGRZC,12,2018-01-02
SOMZC,14.95,2018-01-02
STEZC,15.5,2018-01-02
STRZC,10.5,2018-01-02
TAYZC,15,2018-01-02
TCHZC,15.5,2018-01-02
TLLZC,16.25,2018-01-02
VHGZC,11.25,2018-01-02
ZACZC,13,2018-01-02
CB2DR,9.75,2018-01-02
FV2DR,15,2018-01-02
LANMC,16.4,2018-01-02
PA2DR,13.5,2018-01-02
THODR,10,2018-01-02
SB2DR,14.5,2018-01-02
GB2SI,22.5,2018-01-02
LD2SI,22.5,2018-01-02
SN2SI,21.25,2018-01-02
AL2SI,22,2018-01-02
AGSAG,15.5,2018-01-03
ANVAG,14.4,2018-01-03
CDRAG,17,2018-01-03
CNSAG,14.25,2018-01-03
CSOAG,9,2018-01-03
JCQAG,14.5,2018-01-03
NGRAG,15,2018-01-03
OBSAG,15.8,2018-01-03
PBLAG,14.25,2018-01-03
PECAG,13.5,2018-01-03
PTOAG,13.5,2018-01-03
PTRAG,13.75,2018-01-03
CRRBN,19,2018-01-03
EFLBN,21.5,2018-01-03
ELZBN,18.2,2018-01-03
SFLBN,22.1,2018-01-03
CCNBS,21,2018-01-03
CSLBS,25,2018-01-03
DORBS,17.5,2018-01-03
GNGBS,18.5,2018-01-03
LBABS,22.5,2018-01-03
LPZBS,20.6,2018-01-03
LRTBS,20.2,2018-01-03
MLGBS,19.5,2018-01-03
PLNBS,19,2018-01-03
RBRBS,18.5,2018-01-03
SANBS,20.5,2018-01-03
SARBS,19.5,2018-01-03
SBABS,19,2018-01-03
SJCBS,22.5,2018-01-03
SNTBS,19,2018-01-03
SRLBS,21.2,2018-01-03
TSNBS,21.5,2018-01-03
CANCA,20,2018-01-03
CARCA,22.5,2018-01-03
CHMCA,23,2018-01-03
CMPCA,18,2018-01-03
CNDCA,21.5,2018-01-03
COBCA,20.85,2018-01-03
ESCCA,21.5,2018-01-03
HECCA,23.5,2018-01-03
HPOCA,19,2018-01-03
NYXCA,23,2018-01-03
PLZCA,24.5,2018-01-03
SBNCA,21.5,2018-01-03
AGZCH,9,2018-01-03
BSSCH,10.5,2018-01-03
BTVCH,12,2018-01-03
CAGCH,9.5,2018-01-03
CCOCH,11,2018-01-03
CDLCH,8.5,2018-01-03
CJZCH,2.5,2018-01-03
CNDCH,18.7,2018-01-03
FIMCH,8.5,2018-01-03
GPCCH,12.8,2018-01-03
GRCCH,19.45,2018-01-03
GYCCH,9.5,2018-01-03
IGNCH,20,2018-01-03
JMNCH,11.35,2018-01-03
LBQCH,12.5,2018-01-03
LJSCH,6,2018-01-03
LLNCH,10.75,2018-01-03
NRGCH,11.5,2018-01-03
OJNCH,3.5,2018-01-03
PRRCH,13.5,2018-01-03
QIJCH,0,2018-01-03
RVGCH,6,2018-01-03
TMCCH,9.1,2018-01-03
TNTCH,9.5,2018-01-03
URECH,24.5,2018-01-03
VICCH,11,2018-01-03
ADLCL,-0.5,2018-01-03
AMSCL,0,2018-01-03
ARACL,5.5,2018-01-03
CBRCL,-0.5,2018-01-03
CCGCL,2.5,2018-01-03
CDACL,-2,2018-01-03
CDLCL,-0.5,2018-01-03
CNTCL,-1.5,2018-01-03
CYTCL,13.5,2018-01-03
ESLCL,5,2018-01-03
FIMCL,11,2018-01-03
MCVCL,-0.7,2018-01-03
PNGCL,-0.3,2018-01-03
PRSCL,6.5,2018-01-03
SAACL,11.5,2018-01-03
SALCL,10.1,2018-01-03
SBNCL,-1,2018-01-03
SMGCL,-1.5,2018-01-03
SMJCL,8,2018-01-03
SPECL,9.5,2018-01-03
STOCL,4.5,2018-01-03
TORCL,12.5,2018-01-03
VCRCL,1,2018-01-03
ZPTCL,-0.5,2018-01-03
BVSCM,23.5,2018-01-03
CDOCM,25,2018-01-03
CLLCM,27,2018-01-03
CQMCM,26.2,2018-01-03
CUACM,24,2018-01-03
DJLCM,25,2018-01-03
LAECM,24.5,2018-01-03
LDACM,24.2,2018-01-03
LPSCM,25.7,2018-01-03
MNZCM,26.1,2018-01-03
PNTCM,26.7,2018-01-03
RDRCM,25.2,2018-01-03
TCMCM,27.7,2018-01-03
TRJCM,21.7,2018-01-03
ACACP,22.75,2018-01-03
ANGCP,21,2018-01-03
AROCP,25.5,2018-01-03
BOQCP,21.25,2018-01-03
CACCP,26.5,2018-01-03
CASCP,19,2018-01-03
CHICP,21,2018-01-03
COOCP,17.1,2018-01-03
DESCP,26.75,2018-01-03
ELNCP,27.5,2018-01-03
GRICP,22,2018-01-03
HUICP,27.5,2018-01-03
LACCP,22.25,2018-01-03
LFLCP,17.75,2018-01-03
MALCP,20.75,2018-01-03
MAPCP,27,2018-01-03
PCOCP,21.5,2018-01-03
PENCP,20,2018-01-03
PIJCP,30,2018-01-03
REFCP,21.5,2018-01-03
REVCP,21.5,2018-01-03
SAACP,21.75,2018-01-03
SAYCP,21.5,2018-01-03
SCRCP,11.25,2018-01-03
SDOCP,21.5,2018-01-03
SMICP,22.5,2018-01-03
SNACP,19,2018-01-03
TAPCP,27.9,2018-01-03
TPICP,25.25,2018-01-03
TUXCP,20,2018-01-03
TXOCP,20.35,2018-01-03
YAMCP,18,2018-01-03
CEADF,14,2018-01-03
DATDF,14,2018-01-03
GCNDF,11.5,2018-01-03
SJADF,14.2,2018-01-03
APRDR,12.5,2018-01-03
CAGDR,13.7,2018-01-03
CBRDR,11.7,2018-01-03
CEBDR,11,2018-01-03
CGVDR,13,2018-01-03
CLRDR,10.2,2018-01-03
CNCDR,15.5,2018-01-03
CNTDR,14,2018-01-03
DRGDR,13.8,2018-01-03
FVLDR,15.5,2018-01-03
FZRDR,14.5,2018-01-03
GESDR,11,2018-01-03
GNCDR,10,2018-01-03
LCRDR,15.7,2018-01-03
LFLDR,14.5,2018-01-03
MPMDR,11,2018-01-03
PAGDR,13.5,2018-01-03
RDODR,16,2018-01-03
ROSDR,7.7,2018-01-03
SACDR,13.5,2018-01-03
SBYDR,15.2,2018-01-03
SELDR,13,2018-01-03
SGBDR,11.5,2018-01-03
SJGDR,21,2018-01-03
SLCDR,13,2018-01-03
SPPDR,15.5,2018-01-03
TDRDR,25,2018-01-03
TLHDR,13.2,2018-01-03
TMZDR,23.5,2018-01-03
VHGDR,11.5,2018-01-03
VOCDR,11.5,2018-01-03
ABSGJ,17,2018-01-03
ACNGJ,15.5,2018-01-03
AMCGJ,15,2018-01-03
ANSGJ,14.2,2018-01-03
APSGJ,14.5,2018-01-03
ATBGJ,14.5,2018-01-03
BEGGJ,13,2018-01-03
BRRGJ,14.5,2018-01-03
CLYGJ,16.2,2018-01-03
COMGJ,15,2018-01-03
CORGJ,13,2018-01-03
CRMGJ,16.5,2018-01-03
CRTGJ,17.2,2018-01-03
CSRGJ,11.5,2018-01-03
CSTGJ,15.5,2018-01-03
DHGGJ,15.5,2018-01-03
ECBGJ,14.5,2018-01-03
ECHGJ,16.2,2018-01-03
ECNGJ,14.2,2018-01-03
EPLGJ,14.7,2018-01-03
GTOGJ,15.5,2018-01-03
IALGJ,13,2018-01-03
IRPGJ,15.7,2018-01-03
JCRGJ,15,2018-01-03
LADGJ,12,2018-01-03
LENGJ,16,2018-01-03
LGVGJ,13,2018-01-03
LJIGJ,16.5,2018-01-03
LQMGJ,14,2018-01-03
OCMGJ,12.5,2018-01-03
PERGJ,15,2018-01-03
POZGJ,11.5,2018-01-03
PRSGJ,14.5,2018-01-03
SFEGJ,10,2018-01-03
SJLGJ,16,2018-01-03
SLMGJ,16,2018-01-03
SLPGJ,11.5,2018-01-03
SLSGJ,15.5,2018-01-03
SRTGJ,15.5,2018-01-03
TEMGJ,17,2018-01-03
VDSGJ,14.5,2018-01-03
XICGJ,14.2,2018-01-03
ACAGR,25.5,2018-01-03
AHUGR,19.5,2018-01-03
AYUGR,26.25,2018-01-03
BVSGR,19,2018-01-03
CALGR,26,2018-01-03
CHIGR,20.5,2018-01-03
CNLGR,27.8,2018-01-03
IGLGR,23.1,2018-01-03
IXTGR,22,2018-01-03
LDCGR,25.5,2018-01-03
LDGGR,22,2018-01-03
MCHGR,23.5,2018-01-03
ODAGR,27.35,2018-01-03
ODZGR,21,2018-01-03
OLNGR,20,2018-01-03
PETGR,20,2018-01-03
QTZGR,25.5,2018-01-03
SJEGR,26.25,2018-01-03
TAXGR,15.5,2018-01-03
TCOGR,24.5,2018-01-03
TLAGR,12.5,2018-01-03
TLPGR,21,2018-01-03
XXHGR,21,2018-01-03
YXTGR,18,2018-01-03
ZHTGR,29.5,2018-01-03
ACTHD,14,2018-01-03
ATCHD,12.2,2018-01-03
ENDHD,14.5,2018-01-03
HCPHD,11.5,2018-01-03
HJTHD,11,2018-01-03
IXMHD,14,2018-01-03
LMTHD,16.5,2018-01-03
MXQHD,13,2018-01-03
PCOHD,13.5,2018-01-03
PERHD,11,2018-01-03
PRGHD,15.5,2018-01-03
PRQHD,13.2,2018-01-03
PVAHD,16.5,2018-01-03
TLGHD,13.2,2018-01-03
TXMHD,12,2018-01-03
ZMPHD,15.8,2018-01-03
ZXTHD,11,2018-01-03
AJJJL,14,2018-01-03
BBAJL,22,2018-01-03
BCSJL,16.2,2018-01-03
CGZJL,16.5,2018-01-03
CIHJL,26,2018-01-03
CPEJL,26,2018-01-03
CRTJL,15.2,2018-01-03
CULJL,22,2018-01-03
CXTJL,21,2018-01-03
EXPJL,17.5,2018-01-03
GUAJL,18.2,2018-01-03
HRTJL,15,2018-01-03
HUAJL,17,2018-01-03
JMYJL,14.7,2018-01-03
LDCJL,18,2018-01-03
LDMJL,14.5,2018-01-03
PITJL,18.5,2018-01-03
POLJL,17,2018-01-03
SAUJL,13,2018-01-03
SGRJL,12.7,2018-01-03
TCAJL,16.5,2018-01-03
TENJL,14.5,2018-01-03
TLAJL,20,2018-01-03
TMLJL,17.7,2018-01-03
VEGJL,18.5,2018-01-03
ADUMC,14.5,2018-01-03
AGOMC,12,2018-01-03
AMEMC,15.75,2018-01-03
APTMC,24.75,2018-01-03
BIBMC,15.25,2018-01-03
CBLMC,14.7,2018-01-03
CHAMC,15.5,2018-01-03
CHIMC,12.5,2018-01-03
CHLMC,26.5,2018-01-03
COIMC,15.25,2018-01-03
CORMC,16.5,2018-01-03
DGNMC,16.05,2018-01-03
EGIMC,16,2018-01-03
GUAMC,19.5,2018-01-03
JARMC,18.5,2018-01-03
LPAMC,16.45,2018-01-03
LPDMC,17.5,2018-01-03
MCEMC,16.25,2018-01-03
MLPMC,15.25,2018-01-03
MNOMC,16.45,2018-01-03
MOCMC,14,2018-01-03
MORMC,17.25,2018-01-03
MRVMC,17,2018-01-03
PDBMC,14.75,2018-01-03
PUCMC,11,2018-01-03
SAHMC,15.25,2018-01-03
SCRMC,14.5,2018-01-03
SJUMC,16,2018-01-03
SSIMC,20.5,2018-01-03
TEPMC,13,2018-01-03
TMUMC,12.55,2018-01-03
UREMC,13,2018-01-03
VJIMC,12.25,2018-01-03
YURMC,15,2018-01-03
ZAMMC,15.75,2018-01-03
ZCAMC,16.25,2018-01-03
ZINMC,14.75,2018-01-03
ACHMR,16,2018-01-03
AMCMR,22.5,2018-01-03
ATLMR,16.5,2018-01-03
CUAMR,19.5,2018-01-03
CUEMR,19,2018-01-03
HIGMR,19.5,2018-01-03
HUAMR,20,2018-01-03
HUEMR,13.5,2018-01-03
HUIMR,13,2018-01-03
HUTMR,17,2018-01-03
HUXMR,15.5,2018-01-03
JNCMR,18,2018-01-03
JOJMR,21,2018-01-03
LCUMR,20,2018-01-03
MIAMR,20.5,2018-01-03
MYOMR,20.5,2018-01-03
NEXMR,21,2018-01-03
OAXMR,19.5,2018-01-03
OBSMR,19,2018-01-03
OCTMR,16.5,2018-01-03
PIXMR,20,2018-01-03
PROMR,19.2,2018-01-03
RODMR,22,2018-01-03
SLDMR,17,2018-01-03
TEMMR,21,2018-01-03
TICMR,18.5,2018-01-03
TILMR,20,2018-01-03
TOTMR,17,2018-01-03
TPLMR,21,2018-01-03
YAHMR,20,2018-01-03
ZCTMR,19.7,2018-01-03
ARBMX,13.5,2018-01-03
CHPMX,12.75,2018-01-03
CLYMX,13,2018-01-03
EMOMX,10,2018-01-03
GRDMX,16.5,2018-01-03
K27MX,10.5,2018-01-03
MBLMX,15.5,2018-01-03
OBSMX,12.7,2018-01-03
PCGMX,11.5,2018-01-03
SADMX,12,2018-01-03
SLAMX,11.75,2018-01-03
SNLMX,12.5,2018-01-03
TTLMX,14,2018-01-03
TTQMX,11,2018-01-03
ANHNL,1.5,2018-01-03
ARRNL,6.75,2018-01-03
ASCNL,6.5,2018-01-03
CABNL,2,2018-01-03
CAMNL,2.25,2018-01-03
CANNL,2.5,2018-01-03
CARNL,1,2018-01-03
CDFNL,2,2018-01-03
CPRNL,1.25,2018-01-03
CRUNL,1,2018-01-03
CRVNL,-1.5,2018-01-03
DARNL,12,2018-01-03
GALNL,6.5,2018-01-03
HGRNL,1.5,2018-01-03
LBCNL,2.5,2018-01-03
MDRNL,1.75,2018-01-03
MTMNL,1,2018-01-03
MTRNL,2.5,2018-01-03
OBSNL,2.25,2018-01-03
PAMNL,2,2018-01-03
ZRGNL,8.5,2018-01-03
GAVNR,23,2018-01-03
JMANR,24.2,2018-01-03
LESNR,25,2018-01-03
PAJNR,23,2018-01-03
TEPNR,21.3,2018-01-03
ATEOX,11,2018-01-03
AYUOX,3,2018-01-03
BAEOX,16,2018-01-03
BOQOX,21,2018-01-03
CDOOX,17.5,2018-01-03
CHIOX,20,2018-01-03
EMAOX,27.5,2018-01-03
HLOOX,15.7,2018-01-03
IXTOX,24.7,2018-01-03
JACOX,16.5,2018-01-03
MAROX,16.7,2018-01-03
OACOX,17.2,2018-01-03
OAOOX,16.4,2018-01-03
OSTOX,25.7,2018-01-03
PAPOX,20.5,2018-01-03
PTAOX,26.7,2018-01-03
SCIOX,13.5,2018-01-03
SCROX,27,2018-01-03
SFUOX,19,2018-01-03
VANOX,18.5,2018-01-03
ZACOX,15.2,2018-01-03
ZANOX,27,2018-01-03
ACHPB,10.5,2018-01-03
ACJPB,12,2018-01-03
ADOPB,18.5,2018-01-03
AFRPB,15.5,2018-01-03
AHAPB,16,2018-01-03
AHUPB,7,2018-01-03
APAPB,16,2018-01-03
ATXPB,17.5,2018-01-03
AVCPB,16,2018-01-03
BDDPB,12.2,2018-01-03
CDSPB,12,2018-01-03
CEMPB,11.5,2018-01-03
CHIPB,21,2018-01-03
CHLPB,14.7,2018-01-03
CHSPB,19,2018-01-03
CNAPB,16,2018-01-03
CNGPB,8,2018-01-03
COAPB,20,2018-01-03
CPLPB,11,2018-01-03
CTZPB,13,2018-01-03
ECHPB,15.5,2018-01-03
